País;UF;Mês;Chegadas
Luxemburgo;Acre;Janeiro;0
Luxemburgo;Acre;Fevereiro;0
Luxemburgo;Acre;Março;0
Luxemburgo;Acre;Abril;0
Luxemburgo;Acre;Maio;0
Luxemburgo;Acre;Junho;0
Luxemburgo;Acre;Julho;0
Luxemburgo;Acre;Agosto;0
Luxemburgo;Acre;Setembro;0
Luxemburgo;Acre;Outubro;0
Luxemburgo;Acre;Novembro;0
Luxemburgo;Acre;Dezembro;0
Noruega;Acre;Janeiro;0
Noruega;Acre;Fevereiro;0
Noruega;Acre;Março;0
Noruega;Acre;Abril;1
Noruega;Acre;Maio;0
Noruega;Acre;Junho;0
Noruega;Acre;Julho;0
Noruega;Acre;Agosto;0
Noruega;Acre;Setembro;0
Noruega;Acre;Outubro;0
Noruega;Acre;Novembro;0
Noruega;Acre;Dezembro;0
Outros países;Acre;Janeiro;3
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;2
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;2
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;1
Outros países;Acre;Dezembro;0
Polônia;Acre;Janeiro;0
Polônia;Acre;Fevereiro;1
Polônia;Acre;Março;0
Polônia;Acre;Abril;1
Polônia;Acre;Maio;0
Polônia;Acre;Junho;0
Polônia;Acre;Julho;2
Polônia;Acre;Agosto;3
Polônia;Acre;Setembro;0
Polônia;Acre;Outubro;0
Polônia;Acre;Novembro;1
Polônia;Acre;Dezembro;1
Portugal;Acre;Janeiro;1
Portugal;Acre;Fevereiro;2
Portugal;Acre;Março;3
Portugal;Acre;Abril;0
Portugal;Acre;Maio;1
Portugal;Acre;Junho;0
Portugal;Acre;Julho;0
Portugal;Acre;Agosto;4
Portugal;Acre;Setembro;0
Portugal;Acre;Outubro;1
Portugal;Acre;Novembro;3
Portugal;Acre;Dezembro;0
Reino Unido;Acre;Janeiro;7
Reino Unido;Acre;Fevereiro;4
Reino Unido;Acre;Março;2
Reino Unido;Acre;Abril;3
Reino Unido;Acre;Maio;1
Reino Unido;Acre;Junho;3
Reino Unido;Acre;Julho;5
Reino Unido;Acre;Agosto;5
Reino Unido;Acre;Setembro;3
Reino Unido;Acre;Outubro;4
Reino Unido;Acre;Novembro;5
Reino Unido;Acre;Dezembro;5
República Tcheca;Acre;Janeiro;0
República Tcheca;Acre;Fevereiro;0
República Tcheca;Acre;Março;0
República Tcheca;Acre;Abril;0
República Tcheca;Acre;Maio;0
República Tcheca;Acre;Junho;1
República Tcheca;Acre;Julho;3
República Tcheca;Acre;Agosto;0
República Tcheca;Acre;Setembro;2
República Tcheca;Acre;Outubro;0
República Tcheca;Acre;Novembro;0
República Tcheca;Acre;Dezembro;2
Romênia;Acre;Janeiro;0
Romênia;Acre;Fevereiro;0
Romênia;Acre;Março;0
Romênia;Acre;Abril;0
Romênia;Acre;Maio;0
Romênia;Acre;Junho;0
Romênia;Acre;Julho;0
Romênia;Acre;Agosto;0
Romênia;Acre;Setembro;0
Romênia;Acre;Outubro;1
Romênia;Acre;Novembro;0
Romênia;Acre;Dezembro;0
Rússia;Acre;Janeiro;5
Rússia;Acre;Fevereiro;2
Rússia;Acre;Março;1
Rússia;Acre;Abril;1
Rússia;Acre;Maio;0
Rússia;Acre;Junho;0
Rússia;Acre;Julho;2
Rússia;Acre;Agosto;3
Rússia;Acre;Setembro;0
Rússia;Acre;Outubro;1
Rússia;Acre;Novembro;0
Rússia;Acre;Dezembro;3
Sérvia;Acre;Janeiro;2
Sérvia;Acre;Fevereiro;0
Sérvia;Acre;Março;0
Sérvia;Acre;Abril;0
Sérvia;Acre;Maio;0
Sérvia;Acre;Junho;0
Sérvia;Acre;Julho;0
Sérvia;Acre;Agosto;0
Sérvia;Acre;Setembro;0
Sérvia;Acre;Outubro;0
Sérvia;Acre;Novembro;0
Sérvia;Acre;Dezembro;0
Suécia;Acre;Janeiro;0
Suécia;Acre;Fevereiro;2
Suécia;Acre;Março;2
Suécia;Acre;Abril;0
Suécia;Acre;Maio;1
Suécia;Acre;Junho;0
Suécia;Acre;Julho;0
Suécia;Acre;Agosto;0
Suécia;Acre;Setembro;1
Suécia;Acre;Outubro;1
Suécia;Acre;Novembro;0
Suécia;Acre;Dezembro;0
Suíça;Acre;Janeiro;4
Suíça;Acre;Fevereiro;4
Suíça;Acre;Março;2
Suíça;Acre;Abril;9
Suíça;Acre;Maio;5
Suíça;Acre;Junho;6
Suíça;Acre;Julho;10
Suíça;Acre;Agosto;9
Suíça;Acre;Setembro;1
Suíça;Acre;Outubro;1
Suíça;Acre;Novembro;7
Suíça;Acre;Dezembro;2
Turquia;Acre;Janeiro;0
Turquia;Acre;Fevereiro;0
Turquia;Acre;Março;0
Turquia;Acre;Abril;0
Turquia;Acre;Maio;2
Turquia;Acre;Junho;2
Turquia;Acre;Julho;1
Turquia;Acre;Agosto;0
Turquia;Acre;Setembro;0
Turquia;Acre;Outubro;0
Turquia;Acre;Novembro;1
Turquia;Acre;Dezembro;0
Ucrânia;Acre;Janeiro;0
Ucrânia;Acre;Fevereiro;0
Ucrânia;Acre;Março;0
Ucrânia;Acre;Abril;1
Ucrânia;Acre;Maio;2
Ucrânia;Acre;Junho;1
Ucrânia;Acre;Julho;5
Ucrânia;Acre;Agosto;2
Ucrânia;Acre;Setembro;1
Ucrânia;Acre;Outubro;0
Ucrânia;Acre;Novembro;0
Ucrânia;Acre;Dezembro;0
Austrália;Acre;Janeiro;2
Austrália;Acre;Fevereiro;0
Austrália;Acre;Março;0
Austrália;Acre;Abril;0
Austrália;Acre;Maio;1
Austrália;Acre;Junho;0
Austrália;Acre;Julho;4
Austrália;Acre;Agosto;3
Austrália;Acre;Setembro;1
Austrália;Acre;Outubro;1
Austrália;Acre;Novembro;2
Austrália;Acre;Dezembro;4
Nova Zelândia;Acre;Janeiro;1
Nova Zelândia;Acre;Fevereiro;0
Nova Zelândia;Acre;Março;0
Nova Zelândia;Acre;Abril;3
Nova Zelândia;Acre;Maio;2
Nova Zelândia;Acre;Junho;0
Nova Zelândia;Acre;Julho;0
Nova Zelândia;Acre;Agosto;0
Nova Zelândia;Acre;Setembro;0
Nova Zelândia;Acre;Outubro;0
Nova Zelândia;Acre;Novembro;1
Nova Zelândia;Acre;Dezembro;0
Outros países;Acre;Janeiro;1
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;1
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;1
Outros países;Acre;Dezembro;0
África do Sul;Amapá;Janeiro;0
África do Sul;Amapá;Fevereiro;0
África do Sul;Amapá;Março;0
África do Sul;Amapá;Abril;0
África do Sul;Amapá;Maio;0
África do Sul;Amapá;Junho;0
África do Sul;Amapá;Julho;0
África do Sul;Amapá;Agosto;0
África do Sul;Amapá;Setembro;0
África do Sul;Amapá;Outubro;0
África do Sul;Amapá;Novembro;0
África do Sul;Amapá;Dezembro;0
Angola;Amapá;Janeiro;0
Angola;Amapá;Fevereiro;0
Angola;Amapá;Março;0
Angola;Amapá;Abril;0
Angola;Amapá;Maio;0
Angola;Amapá;Junho;0
Angola;Amapá;Julho;0
Angola;Amapá;Agosto;0
Angola;Amapá;Setembro;0
Angola;Amapá;Outubro;0
Angola;Amapá;Novembro;0
Angola;Amapá;Dezembro;0
Cabo Verde;Amapá;Janeiro;0
Cabo Verde;Amapá;Fevereiro;0
Cabo Verde;Amapá;Março;0
Cabo Verde;Amapá;Abril;0
Cabo Verde;Amapá;Maio;0
Cabo Verde;Amapá;Junho;0
Cabo Verde;Amapá;Julho;0
Cabo Verde;Amapá;Agosto;0
Cabo Verde;Amapá;Setembro;0
Cabo Verde;Amapá;Outubro;0
Cabo Verde;Amapá;Novembro;0
Cabo Verde;Amapá;Dezembro;0
Egito;Amapá;Janeiro;0
Egito;Amapá;Fevereiro;0
Egito;Amapá;Março;0
Egito;Amapá;Abril;0
Egito;Amapá;Maio;0
Egito;Amapá;Junho;0
Egito;Amapá;Julho;0
Egito;Amapá;Agosto;0
Egito;Amapá;Setembro;0
Egito;Amapá;Outubro;0
Egito;Amapá;Novembro;0
Egito;Amapá;Dezembro;0
Gana;Amapá;Janeiro;0
Gana;Amapá;Fevereiro;0
Gana;Amapá;Março;0
Gana;Amapá;Abril;0
Gana;Amapá;Maio;0
Gana;Amapá;Junho;0
Gana;Amapá;Julho;0
Gana;Amapá;Agosto;0
Gana;Amapá;Setembro;0
Gana;Amapá;Outubro;0
Gana;Amapá;Novembro;0
Gana;Amapá;Dezembro;0
Marrocos;Amapá;Janeiro;0
Marrocos;Amapá;Fevereiro;0
Marrocos;Amapá;Março;0
Marrocos;Amapá;Abril;0
Marrocos;Amapá;Maio;0
Marrocos;Amapá;Junho;0
Marrocos;Amapá;Julho;0
Marrocos;Amapá;Agosto;0
Marrocos;Amapá;Setembro;0
Marrocos;Amapá;Outubro;0
Marrocos;Amapá;Novembro;0
Marrocos;Amapá;Dezembro;0
Moçambique;Amapá;Janeiro;0
Moçambique;Amapá;Fevereiro;0
Moçambique;Amapá;Março;0
Moçambique;Amapá;Abril;0
Moçambique;Amapá;Maio;0
Moçambique;Amapá;Junho;0
Moçambique;Amapá;Julho;0
Moçambique;Amapá;Agosto;0
Moçambique;Amapá;Setembro;0
Moçambique;Amapá;Outubro;0
Moçambique;Amapá;Novembro;0
Moçambique;Amapá;Dezembro;0
Nigéria;Amapá;Janeiro;0
Nigéria;Amapá;Fevereiro;0
Nigéria;Amapá;Março;0
Nigéria;Amapá;Abril;0
Nigéria;Amapá;Maio;0
Nigéria;Amapá;Junho;0
Nigéria;Amapá;Julho;0
Nigéria;Amapá;Agosto;0
Nigéria;Amapá;Setembro;0
Nigéria;Amapá;Outubro;0
Nigéria;Amapá;Novembro;0
Nigéria;Amapá;Dezembro;0
Outros países;Amapá;Janeiro;0
Outros países;Amapá;Fevereiro;0
Outros países;Amapá;Março;0
Outros países;Amapá;Abril;0
Outros países;Amapá;Maio;0
Outros países;Amapá;Junho;0
Outros países;Amapá;Julho;0
Outros países;Amapá;Agosto;0
Outros países;Amapá;Setembro;0
Outros países;Amapá;Outubro;0
Outros países;Amapá;Novembro;0
Outros países;Amapá;Dezembro;0
Quênia;Amapá;Janeiro;0
Quênia;Amapá;Fevereiro;0
Quênia;Amapá;Março;0
Quênia;Amapá;Abril;0
Quênia;Amapá;Maio;0
Quênia;Amapá;Junho;0
Quênia;Amapá;Julho;0
Quênia;Amapá;Agosto;0
Quênia;Amapá;Setembro;0
Quênia;Amapá;Outubro;0
Quênia;Amapá;Novembro;0
Quênia;Amapá;Dezembro;0
Tunísia;Amapá;Janeiro;0
Tunísia;Amapá;Fevereiro;0
Tunísia;Amapá;Março;0
Tunísia;Amapá;Abril;0
Tunísia;Amapá;Maio;0
Tunísia;Amapá;Junho;0
Tunísia;Amapá;Julho;0
Tunísia;Amapá;Agosto;0
Tunísia;Amapá;Setembro;0
Tunísia;Amapá;Outubro;0
Tunísia;Amapá;Novembro;0
Tunísia;Amapá;Dezembro;0
Costa Rica;Amapá;Janeiro;0
Costa Rica;Amapá;Fevereiro;0
Costa Rica;Amapá;Março;0
Costa Rica;Amapá;Abril;0
Costa Rica;Amapá;Maio;0
Costa Rica;Amapá;Junho;0
Costa Rica;Amapá;Julho;0
Costa Rica;Amapá;Agosto;0
Costa Rica;Amapá;Setembro;0
Costa Rica;Amapá;Outubro;0
Costa Rica;Amapá;Novembro;0
Costa Rica;Amapá;Dezembro;0
Cuba;Amapá;Janeiro;0
Cuba;Amapá;Fevereiro;0
Cuba;Amapá;Março;0
Cuba;Amapá;Abril;0
Cuba;Amapá;Maio;0
Cuba;Amapá;Junho;0
Cuba;Amapá;Julho;0
Cuba;Amapá;Agosto;0
Cuba;Amapá;Setembro;0
Cuba;Amapá;Outubro;0
Cuba;Amapá;Novembro;0
Cuba;Amapá;Dezembro;0
El Salvador;Amapá;Janeiro;0
El Salvador;Amapá;Fevereiro;0
El Salvador;Amapá;Março;0
El Salvador;Amapá;Abril;0
El Salvador;Amapá;Maio;0
El Salvador;Amapá;Junho;0
El Salvador;Amapá;Julho;0
El Salvador;Amapá;Agosto;0
El Salvador;Amapá;Setembro;0
El Salvador;Amapá;Outubro;0
El Salvador;Amapá;Novembro;0
El Salvador;Amapá;Dezembro;0
Guatemala;Amapá;Janeiro;0
Guatemala;Amapá;Fevereiro;0
Guatemala;Amapá;Março;0
Guatemala;Amapá;Abril;0
Guatemala;Amapá;Maio;0
Guatemala;Amapá;Junho;0
Guatemala;Amapá;Julho;0
Guatemala;Amapá;Agosto;0
Guatemala;Amapá;Setembro;0
Guatemala;Amapá;Outubro;0
Guatemala;Amapá;Novembro;0
Guatemala;Amapá;Dezembro;0
Haiti;Amapá;Janeiro;0
Haiti;Amapá;Fevereiro;0
Haiti;Amapá;Março;0
Haiti;Amapá;Abril;0
Haiti;Amapá;Maio;0
Haiti;Amapá;Junho;0
Haiti;Amapá;Julho;0
Haiti;Amapá;Agosto;0
Haiti;Amapá;Setembro;0
Haiti;Amapá;Outubro;0
Haiti;Amapá;Novembro;0
Haiti;Amapá;Dezembro;0
Honduras;Amapá;Janeiro;0
Honduras;Amapá;Fevereiro;0
Honduras;Amapá;Março;0
Honduras;Amapá;Abril;0
Honduras;Amapá;Maio;0
Honduras;Amapá;Junho;0
Honduras;Amapá;Julho;0
Honduras;Amapá;Agosto;0
Honduras;Amapá;Setembro;0
Honduras;Amapá;Outubro;0
Honduras;Amapá;Novembro;0
Honduras;Amapá;Dezembro;0
Nicarágua;Amapá;Janeiro;0
Nicarágua;Amapá;Fevereiro;0
Nicarágua;Amapá;Março;0
Nicarágua;Amapá;Abril;0
Nicarágua;Amapá;Maio;0
Nicarágua;Amapá;Junho;0
Nicarágua;Amapá;Julho;0
Nicarágua;Amapá;Agosto;0
Nicarágua;Amapá;Setembro;0
Nicarágua;Amapá;Outubro;0
Nicarágua;Amapá;Novembro;0
Nicarágua;Amapá;Dezembro;0
Outros países;Amapá;Janeiro;0
Outros países;Amapá;Fevereiro;0
Outros países;Amapá;Março;0
Outros países;Amapá;Abril;0
Outros países;Amapá;Maio;0
Outros países;Amapá;Junho;0
Outros países;Amapá;Julho;0
Outros países;Amapá;Agosto;0
Outros países;Amapá;Setembro;0
Outros países;Amapá;Outubro;0
Outros países;Amapá;Novembro;0
Outros países;Amapá;Dezembro;0
Panamá;Amapá;Janeiro;0
Panamá;Amapá;Fevereiro;0
Panamá;Amapá;Março;0
Panamá;Amapá;Abril;0
Panamá;Amapá;Maio;0
Panamá;Amapá;Junho;0
Panamá;Amapá;Julho;0
Panamá;Amapá;Agosto;0
Panamá;Amapá;Setembro;0
Panamá;Amapá;Outubro;0
Panamá;Amapá;Novembro;0
Panamá;Amapá;Dezembro;0
República Dominicana;Amapá;Janeiro;0
República Dominicana;Amapá;Fevereiro;0
República Dominicana;Amapá;Março;0
República Dominicana;Amapá;Abril;0
República Dominicana;Amapá;Maio;0
República Dominicana;Amapá;Junho;0
República Dominicana;Amapá;Julho;0
República Dominicana;Amapá;Agosto;0
República Dominicana;Amapá;Setembro;0
República Dominicana;Amapá;Outubro;0
República Dominicana;Amapá;Novembro;0
República Dominicana;Amapá;Dezembro;0
Trinidad e Tobago;Amapá;Janeiro;0
Trinidad e Tobago;Amapá;Fevereiro;0
Trinidad e Tobago;Amapá;Março;0
Trinidad e Tobago;Amapá;Abril;0
Trinidad e Tobago;Amapá;Maio;0
Trinidad e Tobago;Amapá;Junho;0
Trinidad e Tobago;Amapá;Julho;0
Trinidad e Tobago;Amapá;Agosto;0
Trinidad e Tobago;Amapá;Setembro;0
Trinidad e Tobago;Amapá;Outubro;0
Trinidad e Tobago;Amapá;Novembro;0
Trinidad e Tobago;Amapá;Dezembro;0
Canadá;Amapá;Janeiro;0
Canadá;Amapá;Fevereiro;0
Canadá;Amapá;Março;0
Canadá;Amapá;Abril;0
Canadá;Amapá;Maio;0
Canadá;Amapá;Junho;0
Canadá;Amapá;Julho;0
Canadá;Amapá;Agosto;0
Canadá;Amapá;Setembro;0
Canadá;Amapá;Outubro;0
Canadá;Amapá;Novembro;0
Canadá;Amapá;Dezembro;0
Estados Unidos;Amapá;Janeiro;0
Estados Unidos;Amapá;Fevereiro;0
Estados Unidos;Amapá;Março;0
Estados Unidos;Amapá;Abril;0
Estados Unidos;Amapá;Maio;0
Estados Unidos;Amapá;Junho;0
Estados Unidos;Amapá;Julho;0
Estados Unidos;Amapá;Agosto;0
Estados Unidos;Amapá;Setembro;0
Estados Unidos;Amapá;Outubro;0
Estados Unidos;Amapá;Novembro;0
Estados Unidos;Amapá;Dezembro;0
México;Amapá;Janeiro;0
México;Amapá;Fevereiro;0
México;Amapá;Março;0
México;Amapá;Abril;0
México;Amapá;Maio;0
México;Amapá;Junho;0
México;Amapá;Julho;0
México;Amapá;Agosto;0
México;Amapá;Setembro;0
México;Amapá;Outubro;0
México;Amapá;Novembro;0
México;Amapá;Dezembro;0
Argentina;Amapá;Janeiro;0
Argentina;Amapá;Fevereiro;0
Argentina;Amapá;Março;0
Argentina;Amapá;Abril;0
Argentina;Amapá;Maio;0
Argentina;Amapá;Junho;0
Argentina;Amapá;Julho;0
Argentina;Amapá;Agosto;0
Argentina;Amapá;Setembro;0
Argentina;Amapá;Outubro;0
Argentina;Amapá;Novembro;0
Argentina;Amapá;Dezembro;0
Bolívia;Amapá;Janeiro;0
Bolívia;Amapá;Fevereiro;0
Bolívia;Amapá;Março;0
Bolívia;Amapá;Abril;0
Bolívia;Amapá;Maio;0
Bolívia;Amapá;Junho;0
Bolívia;Amapá;Julho;0
Bolívia;Amapá;Agosto;0
Bolívia;Amapá;Setembro;0
Bolívia;Amapá;Outubro;0
Bolívia;Amapá;Novembro;0
Bolívia;Amapá;Dezembro;0
Chile;Amapá;Janeiro;0
Chile;Amapá;Fevereiro;0
Chile;Amapá;Março;0
Chile;Amapá;Abril;1
Chile;Amapá;Maio;0
Chile;Amapá;Junho;0
Chile;Amapá;Julho;0
Chile;Amapá;Agosto;0
Chile;Amapá;Setembro;0
Chile;Amapá;Outubro;0
Chile;Amapá;Novembro;0
Chile;Amapá;Dezembro;0
Colômbia;Amapá;Janeiro;0
Colômbia;Amapá;Fevereiro;0
Colômbia;Amapá;Março;0
Colômbia;Amapá;Abril;0
Colômbia;Amapá;Maio;0
Colômbia;Amapá;Junho;0
Colômbia;Amapá;Julho;0
Colômbia;Amapá;Agosto;0
Colômbia;Amapá;Setembro;0
Colômbia;Amapá;Outubro;0
Colômbia;Amapá;Novembro;0
Colômbia;Amapá;Dezembro;0
Equador;Amapá;Janeiro;0
Equador;Amapá;Fevereiro;0
Equador;Amapá;Março;0
Equador;Amapá;Abril;0
Equador;Amapá;Maio;0
Equador;Amapá;Junho;0
Equador;Amapá;Julho;0
Equador;Amapá;Agosto;0
Equador;Amapá;Setembro;0
Equador;Amapá;Outubro;0
Equador;Amapá;Novembro;0
Equador;Amapá;Dezembro;0
Guiana;Amapá;Janeiro;0
Guiana;Amapá;Fevereiro;0
Guiana;Amapá;Março;0
Guiana;Amapá;Abril;0
Guiana;Amapá;Maio;0
Guiana;Amapá;Junho;0
Guiana;Amapá;Julho;0
Guiana;Amapá;Agosto;0
Guiana;Amapá;Setembro;0
Guiana;Amapá;Outubro;0
Guiana;Amapá;Novembro;0
Guiana;Amapá;Dezembro;0
Guiana Francesa;Amapá;Janeiro;0
Guiana Francesa;Amapá;Fevereiro;0
Guiana Francesa;Amapá;Março;0
Guiana Francesa;Amapá;Abril;0
Guiana Francesa;Amapá;Maio;0
Guiana Francesa;Amapá;Junho;0
Guiana Francesa;Amapá;Julho;0
Guiana Francesa;Amapá;Agosto;0
Guiana Francesa;Amapá;Setembro;0
Guiana Francesa;Amapá;Outubro;0
Guiana Francesa;Amapá;Novembro;0
Guiana Francesa;Amapá;Dezembro;0
Paraguai;Amapá;Janeiro;0
Paraguai;Amapá;Fevereiro;0
Paraguai;Amapá;Março;0
Paraguai;Amapá;Abril;0
Paraguai;Amapá;Maio;0
Paraguai;Amapá;Junho;0
Paraguai;Amapá;Julho;0
Paraguai;Amapá;Agosto;0
Paraguai;Amapá;Setembro;0
Paraguai;Amapá;Outubro;0
Paraguai;Amapá;Novembro;0
Paraguai;Amapá;Dezembro;0
Peru;Amapá;Janeiro;0
Peru;Amapá;Fevereiro;0
Peru;Amapá;Março;0
Peru;Amapá;Abril;0
Peru;Amapá;Maio;0
Peru;Amapá;Junho;0
Peru;Amapá;Julho;0
Peru;Amapá;Agosto;0
Peru;Amapá;Setembro;0
Peru;Amapá;Outubro;0
Peru;Amapá;Novembro;0
Peru;Amapá;Dezembro;0
Suriname;Amapá;Janeiro;0
Suriname;Amapá;Fevereiro;0
Suriname;Amapá;Março;0
Suriname;Amapá;Abril;0
Suriname;Amapá;Maio;0
Suriname;Amapá;Junho;0
Suriname;Amapá;Julho;0
Suriname;Amapá;Agosto;0
Suriname;Amapá;Setembro;0
Suriname;Amapá;Outubro;0
Suriname;Amapá;Novembro;0
Suriname;Amapá;Dezembro;0
Uruguai;Amapá;Janeiro;0
Uruguai;Amapá;Fevereiro;0
Uruguai;Amapá;Março;0
Uruguai;Amapá;Abril;0
Uruguai;Amapá;Maio;0
Uruguai;Amapá;Junho;0
Uruguai;Amapá;Julho;0
Uruguai;Amapá;Agosto;0
Uruguai;Amapá;Setembro;0
Uruguai;Amapá;Outubro;0
Uruguai;Amapá;Novembro;0
Uruguai;Amapá;Dezembro;0
Venezuela;Amapá;Janeiro;0
Venezuela;Amapá;Fevereiro;0
Venezuela;Amapá;Março;0
Venezuela;Amapá;Abril;0
Venezuela;Amapá;Maio;0
Venezuela;Amapá;Junho;0
Venezuela;Amapá;Julho;0
Venezuela;Amapá;Agosto;0
Venezuela;Amapá;Setembro;0
Venezuela;Amapá;Outubro;0
Venezuela;Amapá;Novembro;0
Venezuela;Amapá;Dezembro;0
Arábia Saudita;Amapá;Janeiro;0
Arábia Saudita;Amapá;Fevereiro;0
Arábia Saudita;Amapá;Março;0
Arábia Saudita;Amapá;Abril;0
Arábia Saudita;Amapá;Maio;0
Arábia Saudita;Amapá;Junho;0
Arábia Saudita;Amapá;Julho;0
Arábia Saudita;Amapá;Agosto;0
Arábia Saudita;Amapá;Setembro;0
Arábia Saudita;Amapá;Outubro;0
Arábia Saudita;Amapá;Novembro;0
Arábia Saudita;Amapá;Dezembro;0
Bangladesh;Amapá;Janeiro;0
Bangladesh;Amapá;Fevereiro;0
Bangladesh;Amapá;Março;0
Bangladesh;Amapá;Abril;0
Bangladesh;Amapá;Maio;0
Bangladesh;Amapá;Junho;0
Bangladesh;Amapá;Julho;0
Bangladesh;Amapá;Agosto;0
Bangladesh;Amapá;Setembro;0
Bangladesh;Amapá;Outubro;0
Bangladesh;Amapá;Novembro;0
Bangladesh;Amapá;Dezembro;0
China;Amapá;Janeiro;0
China;Amapá;Fevereiro;0
China;Amapá;Março;0
China;Amapá;Abril;0
China;Amapá;Maio;0
China;Amapá;Junho;0
China;Amapá;Julho;0
China;Amapá;Agosto;0
China;Amapá;Setembro;0
China;Amapá;Outubro;0
China;Amapá;Novembro;0
China;Amapá;Dezembro;0
Hong Kong;Amapá;Janeiro;0
Hong Kong;Amapá;Fevereiro;0
Hong Kong;Amapá;Março;0
Hong Kong;Amapá;Abril;0
Hong Kong;Amapá;Maio;0
Hong Kong;Amapá;Junho;0
Hong Kong;Amapá;Julho;0
Hong Kong;Amapá;Agosto;0
Hong Kong;Amapá;Setembro;0
Hong Kong;Amapá;Outubro;0
Hong Kong;Amapá;Novembro;0
Hong Kong;Amapá;Dezembro;0
Cingapura;Amapá;Janeiro;0
Cingapura;Amapá;Fevereiro;0
Cingapura;Amapá;Março;0
Cingapura;Amapá;Abril;0
Cingapura;Amapá;Maio;0
Cingapura;Amapá;Junho;0
Cingapura;Amapá;Julho;0
Cingapura;Amapá;Agosto;0
Cingapura;Amapá;Setembro;0
Cingapura;Amapá;Outubro;0
Cingapura;Amapá;Novembro;0
Cingapura;Amapá;Dezembro;0
Filipinas;Amapá;Janeiro;0
Filipinas;Amapá;Fevereiro;0
Filipinas;Amapá;Março;0
Filipinas;Amapá;Abril;0
Filipinas;Amapá;Maio;0
Filipinas;Amapá;Junho;0
Filipinas;Amapá;Julho;0
Filipinas;Amapá;Agosto;0
Filipinas;Amapá;Setembro;0
Filipinas;Amapá;Outubro;0
Filipinas;Amapá;Novembro;0
Filipinas;Amapá;Dezembro;0
Índia;Amapá;Janeiro;0
Índia;Amapá;Fevereiro;0
Índia;Amapá;Março;0
Índia;Amapá;Abril;0
Índia;Amapá;Maio;0
Índia;Amapá;Junho;0
Índia;Amapá;Julho;0
Índia;Amapá;Agosto;0
Índia;Amapá;Setembro;0
Índia;Amapá;Outubro;0
Índia;Amapá;Novembro;0
Índia;Amapá;Dezembro;0
Indonésia;Amapá;Janeiro;0
Indonésia;Amapá;Fevereiro;0
Indonésia;Amapá;Março;0
Indonésia;Amapá;Abril;0
Indonésia;Amapá;Maio;0
Indonésia;Amapá;Junho;0
Indonésia;Amapá;Julho;0
Indonésia;Amapá;Agosto;0
Indonésia;Amapá;Setembro;0
Indonésia;Amapá;Outubro;0
Indonésia;Amapá;Novembro;0
Indonésia;Amapá;Dezembro;0
Irã;Amapá;Janeiro;0
Irã;Amapá;Fevereiro;0
Irã;Amapá;Março;0
Irã;Amapá;Abril;0
Irã;Amapá;Maio;0
Irã;Amapá;Junho;0
Irã;Amapá;Julho;0
Irã;Amapá;Agosto;0
Irã;Amapá;Setembro;0
Irã;Amapá;Outubro;0
Irã;Amapá;Novembro;0
Irã;Amapá;Dezembro;0
Israel;Amapá;Janeiro;0
Israel;Amapá;Fevereiro;0
Israel;Amapá;Março;0
Israel;Amapá;Abril;0
Israel;Amapá;Maio;0
Israel;Amapá;Junho;0
Israel;Amapá;Julho;0
Israel;Amapá;Agosto;0
Israel;Amapá;Setembro;0
Israel;Amapá;Outubro;0
Israel;Amapá;Novembro;0
Israel;Amapá;Dezembro;0
Japão;Amapá;Janeiro;0
Japão;Amapá;Fevereiro;0
Japão;Amapá;Março;0
Japão;Amapá;Abril;0
Japão;Amapá;Maio;0
Japão;Amapá;Junho;0
Japão;Amapá;Julho;0
Japão;Amapá;Agosto;0
Japão;Amapá;Setembro;0
Japão;Amapá;Outubro;0
Japão;Amapá;Novembro;0
Japão;Amapá;Dezembro;0
Líbano;Amapá;Janeiro;0
Líbano;Amapá;Fevereiro;0
Líbano;Amapá;Março;0
Líbano;Amapá;Abril;0
Líbano;Amapá;Maio;0
Líbano;Amapá;Junho;0
Líbano;Amapá;Julho;0
Líbano;Amapá;Agosto;0
Líbano;Amapá;Setembro;0
Líbano;Amapá;Outubro;0
Líbano;Amapá;Novembro;0
Líbano;Amapá;Dezembro;0
Malásia;Amapá;Janeiro;0
Malásia;Amapá;Fevereiro;0
Malásia;Amapá;Março;0
Malásia;Amapá;Abril;0
Malásia;Amapá;Maio;0
Malásia;Amapá;Junho;0
Malásia;Amapá;Julho;0
Malásia;Amapá;Agosto;0
Malásia;Amapá;Setembro;0
Malásia;Amapá;Outubro;0
Malásia;Amapá;Novembro;0
Malásia;Amapá;Dezembro;0
Outros países;Amapá;Janeiro;0
Outros países;Amapá;Fevereiro;0
Outros países;Amapá;Março;0
Outros países;Amapá;Abril;0
Outros países;Amapá;Maio;0
Outros países;Amapá;Junho;0
Outros países;Amapá;Julho;0
Outros países;Amapá;Agosto;0
